公司,联系人,地址,简介,行业,类型,规模,当前链接,上级链接,下载时间
,,,"
                    本店在华侨城波托菲诺湖边,主营九大茶山的纯古树料生普,环境优雅,是高端人士品茗休闲的好地方,                                                ",,,,http://www.ganji.com/gongsi/107161710/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:01
,,,"
                    深圳市珺得莉企业发展有限公司，成立于2016年。致力于中小微企业资源共享平台建设，以拥有独立国家知识版权的“免费模式”及“免费系统”袁国顺先生打造的《傻傻品牌网》（定位为：消费者集采平台，让消费者享受企业团购价）作为业务拓展核心，结合沉淀多年的康养文旅产业布局，整合集聚各方资源，助力相关类别中小微企业实现资源的全方位对接，中小微企业竞争力得以整体提升，给广大中小微企业与消费者带来的福利和实惠。
...                                                                    [全部展开]
                                                ",,,,http://www.ganji.com/gongsi/107161538/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:01
,,,"
                    粉红塔儿童之家是中国蒙台梭利协会（CMS）惠州运营中心旗下精品旗舰园，位于深圳市宝安区西乡街道玉湖湾花园，同时我们旗下还有惠州市惠城区愉悦儿童之家旗舰园、深圳市龙岗区横岗丁丁儿童之家旗舰园。粉红塔儿童之家环境温馨优美，设施齐全，园内配置通过国际ISO-9001质量检测，我们严格履行安全管理制度，卫生管理制度，让孩子接触到的每个地方都安全、卫生，营造健康发展的成长空间，我们拥有一支充满爱心、专业，热...                                                                    [全部展开]
                                                ",,,,http://www.ganji.com/gongsi/107161291/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:02
,,,"
                    深圳市光明区公明第二幼儿园位于深圳市光明区公明长春花园内，创办于1998年9月，隶属于深圳市远恒佳教育集团办学实体中的一所，是集团独立投资自建的小区配套幼儿园，幼儿园于2010年成为广东省一级幼儿园，首批“深圳市优质特色示范幼儿园”。建园以来连年被评为深圳市卫生保健优秀幼儿园。
     幼儿园一直坚持尊重每一位员工，我们珍视每一个教职工的个人价值，把提升教职工的幸福感作为自己的使命。引领教职工...                                                                    [全部展开]
                                                ",,,,http://www.ganji.com/gongsi/107161739/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:02
,,,"
                    本店坐落于深圳市罗湖区人民南路罗湖村，本着以顾客满意为中心的宗旨！                                                ",,,,http://www.ganji.com/gongsi/107161279/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:02
,,,"
                    以英语阅读为媒介的创新英语学习平台，致力于提升英语学习的效力，改进中国教育的公平性。                                                ",,,,http://www.ganji.com/gongsi/107161528/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:02
,,,"
                    深圳沁颖国际贸易有限公司（深圳沁颖分公司），始建于2015年8月，深圳市龙岗区园山街道银海街1号星河智荟E栋中兴智汇大厦2001。总公司位于上海，沁颖事业创建于2008年，现有沧州沁颖、东莞沁颖二个专业化妆刷制造厂，技术实力深厚。

沁颖集研发、设计、生产、销售为一体，在公司发展壮大的一年里研发了自主品牌系列多款产品，获得了消费市场认可与良好口碑。我们专注于消费需求与潮流趋势，致力于成为全球最...                                                                    [全部展开]
                                                ",,,,http://www.ganji.com/gongsi/107161270/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:02
,,,"
                    古镜科技作为高新技术产业公司，专注于国家禁毒设备和试剂的研发、生产和销售。全面专业服务于公、检、法系统，提供完善的解决方案。古镜科技始终密切关注国内外禁毒形式，响应国家禁毒政策，积极参与国家禁毒公益事业，认真履行企业社会责任。                                                ",,,,http://www.ganji.com/gongsi/107161223/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:03
,,,"
                    一家已经做了十年工艺品销售的公司，专业经销工艺品，国内线下与O2O的结合，外贸也有正在经营当中。                                                ",,,,http://www.ganji.com/gongsi/107161285/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:03
,,,"
                    深圳市贸泽微电子有限公司注册地址位于深圳市福田区福田街道福南社区福虹路9号世贸广场A座1201，注册机关为深圳市市场监督管理局，法人代表为张嘉兴，经营范围包括一般经营项目是：计算机软硬件、电子产品、电子元器件、家用电器、数码产品、通讯产品、五金制品的技术开发与销售；国内贸易；从事货物及技术进出口。                                                ",,,,http://www.ganji.com/gongsi/107161215/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:03
,,,"
                    公司:主营高端化妆品及服装方面业务 。主要是负责在网络网红销售模式。                                                ",,,,http://www.ganji.com/gongsi/107161128/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:03
,,,"
                    本公司注重多元化发展，融合各类餐饮文化的主题形餐厅，适合朋友小聚，商务宴请及午夜消遣。                                                ",,,,http://www.ganji.com/gongsi/107161086/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:04
,,,"
                    Readerland瑞德启蒙教育集团成立于2009年，为0-6岁孩子提供一站式常青藤精英教育。瑞德启蒙与海外优质教育伙伴战略合作，引进以美国、德国等教育强国的精英教育资源，通过早期教育、英语教育、沉浸式国际托班、父母MBA等视角独特、理念先进、系统科学的课程体系，以及课后的分子渗透式的常青藤教育理念，把精英教育的精髓延伸到课后和家庭中，培养孩子独立思考以及解决问题的能力，并在成长的过程中始终保持热...                                                                    [全部展开]
                                                ",,,,http://www.ganji.com/gongsi/107161073/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:04
,,,"
                    深圳市钘钰钰网络科技有限公司市一家是深圳网络信息技术服务外包企业，
""您的成功就是我们的骄傲""是钘钰钰网络永恒不变的服务理念，正是坚持这一理念，在网络建设、网站推广、搜索引擎、域名注册、电子商务等各网络应用技术领域，起航网络先后为众多家企事业单位提供了先进完善的网络技术服务，起航网络的客户涵盖了华南地区的多个行业领域。
秉承创新、合作、分享的企业精神，公司与商讯网、万网精诚...                                                                    [全部展开]
                                                ",,,,http://www.ganji.com/gongsi/107161038/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:05
,,,"
                    深圳市创艺诚弹簧五金厂座落于深圳市宝安区沙井街道，是一家集技研开发、生产、销售弹簧五金和各类五金冲压配件为一体的弹簧五金制造商，配套设施完善，提供一条龙服务。 公司成立以来是这个秉承质量至上的原则，通过为客户提供优质、快捷的服务，赢得了客户的认可，并得以迅速发展。公司现拥有万能502S电脑弹簧成型机、8型电脑压簧机、14型弹簧机、台湾扭簧机和高精密10T~100T冲床及数控车床、螺丝机等；先进的检...                                                                    [全部展开]
                                                ",,,,http://www.ganji.com/gongsi/107160990/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:05
,,,"
                    关于我们
携同互联是中国值得信赖的软件外包合作伙伴。 专注提供软件外包、APP开发、智能硬件开发、O2O平台开发、政企信息化系统、大数据解决方案、物联网等开发外包服务，通过客户需求导向、开放式创新、卓越运营管理等战略的实施，全面打造公司的核心竞争力。 通过严格的质量标准和交付流程来保证客户的商业价值。                                                ",,,,http://www.ganji.com/gongsi/107160983/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:06
,,,"
                    瑞莱国际教育于2010年10月成立于深圳，以英语为载体，接轨国际教育理念，以培养最具核心竞争力和国际视野学生为使命，对青少年实施国际化素质教育。
瑞莱致力于提高2-15岁孩子的语言运用能力、深度思维能力、格物致知探索精神、认知未来创意能力，旗下三大品牌：瑞莱▪英语、瑞莱▪双语主持、瑞莱▪STEAM，正积极影响着在深圳及星火中国计划所覆盖的上万名学生及家庭。
九年来，瑞莱为学生搭建多场景、高频次...                                                                    [全部展开]
                                                ",,,,http://www.ganji.com/gongsi/107160965/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:06
,,,"
                    德凯达（上海）投资有限公司是DEKRA德凯集团东亚及南亚区地区性总部。DEKRA德凯致力于安全逾90年。1925年在德国柏林成立机动车监督协会，现如今已是世界知名的第三方专业检测认证机构。2018年，DEKRA德凯营业总额将超过33亿欧元。业务遍布世界6大洲约60个国家，逾46,000名员工致力于为路途中、工作中以及家居中的安全提供独立的专家服务。这些服务包含：车辆检测、理赔与专家评估、产品测试、...                                                                    [全部展开]
                                                ",,,,http://www.ganji.com/gongsi/107160840/,http://sz.ganji.com/gongsi/o1,2020-03-08 11:44:07
