类别,来源,标题,内容,时间,当前链接,上级链接,下载时间
港澳,中国新闻网,香港入境健康申报措施扩至所有抵港航班," 
　　(抗击新冠肺炎)香港入境健康申报措施扩至所有抵港航班

　　中新社香港3月7日电(记者 梁今)由3月8日凌晨起，香港国际机场的入境健康申报措施将由内地抵港航班扩展至所有抵港航班。对于香港特区政府推出的新措施，由医疗专家到立法会议员都一致认为，在当前新冠肺炎疫情蔓延至全球下，有关措施的推出及时、果断，能有效降低疫情从外地传入的风险。

　　香港特区立法会旅游界议员姚思荣7日对中新社记者说，新冠肺炎疫情初期在内地暴发，但近期已在世界各地蔓延，特区政府因应当前的情况及时调整防控措施，将入境健康申报措施由内地抵港航班扩展至所有抵港航班，反应非常迅速、及时。

　　作为香港特区立法会卫生事务委员会成员的姚思荣认为，入境健康申报措施在追纵疫情源头方面非常重要，特别是每天从香港机场入境的人流很多，对防控疫情很重要。


　　本身是医生的香港医学会会董唐继升也对中新社记者说，入境健康申报措施对香港特区政府防疫工作很重要，“因为新冠肺炎有潜伏期，入境旅客甚至可能连自己感染了也不知道，之后如果确诊，政府在追综接触者方面比较容易，能够掌握主动权，有助控制疫情扩散。”

　　唐继升指出，疫情在全球扩散不久，特区政府便将入境健康申报措施扩展至所有抵港航班，是非常“合时、合适”。由疫情暴发初期，到疫情扩散至全球，他认为香港之所以能够较好控制疫情在本地扩散，很大程度上是因为特区政府反应迅速，及时推出相关防疫措施，以及港人汲取了2003年“非典”疫情的宝贵经济，民众防疫意识高。

　　新冠肺炎疫情暴发初期，香港特区政府要求内地武汉抵港航班填“健康申报表”，后来又宣布在今年1月24日起，高铁西九龙站入境的旅客需填“健康申报表”。到1月29日，入境健康申报措施由高铁香港西九龙站扩展至香港国际机场，所有乘搭由内地来港航班的旅客均须填写及提交“健康申报表”。

　　香港特区政府卫生署6日晚公布，由3月8日凌晨零时起，香港国际机场的入境健康申报措施将由内地抵港航班扩展至所有抵港航班。所有从香港国际机场抵港的入境旅客均须填写及提交“健康申报表”。(完)
 【编辑:李玉素】 
      ",3-7 20:50,http://www.chinanews.com/ga/2020/03-07/9117268.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:01
财经,中国新闻网,安徽合肥至美国货运包机航线恢复运营 ," 
　　(抗击新冠肺炎)安徽合肥至美国货运包机航线恢复运营 

　　中新社合肥3月7日电 (张强 范文泽)来自美国的K4936次货运航班7日平稳降落在合肥机场货机坪，标志着安徽合肥至美国货运包机航线正式恢复运营。

　　这是自今年新冠肺炎疫情暴发以来合肥机场落地的首架美国货运包机。

　　该货运包机航班自3月7日起，由美国康尼航空的波音747—400全货机执飞，每周3班，从美国芝加哥(洛杉矶)起飞，技术经停美国安克雷奇和韩国仁川，到达合肥。


　　当日，该货运包机回程航班(K4935次)携带约104吨货物，由合肥发往美国，携带货物主要有笔记本电脑、汽车配件、纺织生活用品、医用推车等。

　　受疫情影响，自今年1月后，该货运航线一度中断。安徽民航机场集团客货公司多措并举推动恢复合肥至美国全货机航线。通过与航空公司积极寻求渠道，与机场海关、机场边检沟通商讨解决方案，联合国际货代公司开拓市场收揽货源，加大航线宣传力度等措施积极争取，3月7日起，合肥机场恢复执行美国货运航班。

　　此次开通的货运包机在韩国仁川机场作技术经停。鉴于目前韩国疫情升级，为防止境外疫情输入，安徽民航机场集团与合肥经开区空港办、海关、边检、航司逐一对接，制定详细的航班保障方案、应急预案，完善防控策略和措施，杜绝疫情输入风险。(完)
 【编辑:李玉素】 
      ",3-7 20:49,http://www.chinanews.com/cj/2020/03-07/9117267.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:01
国内,中国新闻网,上海全链条立体化防控病例输入：闭环管理  百分百流调," 
　　(抗击新冠肺炎)上海全链条立体化防控病例输入：闭环管理  百分百流调

　　中新社上海3月7日电 (记者 陈静)对来自疫情严重国家(地区)的人员启动100%流行病学调查、对口岸入境人员分流处置、扩大检疫区域、新增乘务长报告制度……记者7日了解到，上海海关协同上海市交通委、上海市公安局、上海边检总站等部门，严格落实口岸联防联控机制，共同构建多层次、全链条、立体化的防控体系，从严从紧防范境外疫情输入风险。

　　当下，新冠肺炎疫情在多国蔓延，境外疫情输入风险凸显。口岸成为疫情防控主战场。

　　上海市卫健委新闻发言人郑锦7日表示，目前，上海有42例新冠肺炎疑似病例正在排查中，其中20例境外输入型疑似病例是通过联防联控机制发现。上海市新冠肺炎防控工作领导小组办公室将会同口岸交通组协调做好浦东、虹桥机场新冠肺炎疫情防控，加强入境人员健康管理。


　　上海海关副关长蒋原表示，海关迅速调配人力资源，抽调300多名专业人员增援口岸现场，加强流行病学调查。对来自疫情严重国家(地区)的人员，海关扩大了检疫区域，重塑口岸通关流程，启动100%流行病学调查。

　　上海海关等优化口岸布局，再造通关流程，迅速制定口岸入境人员分流处置流程，形成闭环管理，实现对入境人员安全、有序、高效的通关。口岸联检单位还注重人性化管理，最大限度加速检疫通关。蒋原透露，上海海关新增乘务长报告制度，要求航班乘务长必须在航班落地前，报告相关情况。海关还升级现场测温设备，并惩处瞒报行为。

　　上海市民政局副局长曾群透露，上海明确要求各区主动前移关口，派专人、专车赴两家国际机场接送相关入境人员。入境人员被送抵小区后，由属地落实为期14天的居家隔离健康观察。上海市新闻办主任徐威告诉记者，兄弟省市亦高度重视境外疫情输入风险，主动对接上海。有的省份已派出工作专班来沪，并入驻两大机场，全力做好相关旅客封闭式转送保障。

　　上海市合作交流办方面透露，凡从上海入境去往邻近兄弟省市的旅客，在入境检查时未见异常者，直接交由当地在机场的工作人员，用大巴集中送回本省指定地点。去往其他地区，飞机中转或换乘火车，且入境检查未见异常者，将乘坐专门车辆，经专用通道，被送至航站楼、火车站。据悉，各省份还派驻了公安、边检、疾控、外事、交通、民政等专业部门人员组成的工作组，组织协调车辆，最大程度做好封闭式转送保障。(完)
 【编辑:李玉素】 
      ",3-7 20:48,http://www.chinanews.com/gn/2020/03-07/9117265.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:02
财经,中国新闻网,江西南昌129个重大重点项目集中开工 总投资超千亿元," 
　　中新网南昌3月7日电 (记者 刘占昆)3月7日，江西省会南昌市129个重大重点项目集中开工，总投资1001.38亿元，年度计划投资287.12亿元。

　　当天，南昌市2020年一季度“战疫情·稳增长”重大重点项目集中开工仪式在南昌县武阳装配式建筑产业园朝晖城建项目工地举行，这是南昌做好复工复产的重要举措。



南昌县武阳装配式建筑产业园朝晖城建项目，总投资为10个亿，占地面积为155亩，建成以后将达到年产值为100万平方米的PC构建的装配式总部基地。　刘占昆 摄

　　今年是江西省“项目建设提速年”，为进一步坚定“战疫情，稳增长”的信心和决心，以最快速度推动项目建设、最大限度释放项目动能，推动高质量跨越式发展。南昌市共遴选一季度“战疫情，稳增长”集中开工重大重点项目129个，总投资1001.38亿元，年度计划投资287.12亿元。

　　作为江西“首府首县”、全国百强县，南昌县总投资超过400亿元的60个重大重点项目当日同步集中开工，涵盖三次产业、基础设施、民生及社会事业等各个领域。



图为已经复工的企业员工正在驾驶挖掘机。　刘占昆 摄

　　南昌县委书记、小蓝经开区党工委书记熊运浪在开工仪式现场接受记者采访时说，在当前疫情防控形势持续向好、生产生活秩序加快恢复时期，牢固树立“项目建设等不得、慢不得、拖不得”的理念，坚持战疫情、稳增长。重大重点项目的集中开工，就是要迅速掀起项目建设的“新热潮”，全力跑出项目建设的“加速度”。



作为江西“首府首县”、全国百强县，南昌县总投资超过400亿元的60个重大重点项目当日同步集中开工。　刘占昆 摄

　　朝晖城建集团副总经理李嫦表示，当天开工的项目总投资为10个亿，占地面积为155亩，建成以后将达到年产值为100万平方米的PC构建的装配式总部基地。目前，公司复工率达到了80%以上，项目建成以后将大大地满足南昌市乃至整个江西省的装配式建筑的市场需求，并且能够进一步完善当地装配式建筑全产业链发展。(完)
 【编辑:李玉素】 
      ",3-7 20:47,http://www.chinanews.com/cj/2020/03-07/9117321.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:02
图片,中国新闻网,四川乐山青山绿水映衬金黄油菜花 春日美景宛如画卷," 


青山绿水映衬下的金黄色油菜花，春日美景宛如画卷。　傅维军 摄



青山绿水映衬下的金黄色油菜花，春日美景宛如画卷。　傅维军 摄



青山绿水映衬下的金黄色油菜花，春日美景宛如画卷。　傅维军 摄

　　春回大地，万物复苏，近日，四川省乐山市犍为县的国家AAAA级旅游景区――嘉阳·桫椤湖景区重要景点之一的同兴桫椤湖畔，500亩金灿灿的油菜花争奇斗艳。青山绿水与金黄色的油菜花，构成了一幅幅美丽的画卷。
 【编辑:田博川】 
      ",3-7 20:47,http://www.chinanews.com/tp/2020/03-07/9117316.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:02
社会,中国新闻网,河北蓝色海岸线上的“侦察兵”：迎风绽放的“海事之花”," 
　　中新网石家庄3月7日电 (李洋 张宁馨)“您好，这是《到港船舶疫情防控通知书》，请详细阅读，注意做好防护。疫情防控期间没有特殊情况请不要下船，感谢您的支持和配合。”利落的短发，瘦高的个子，隔着口罩，如果闫玥不说话，旁人很难看出这是一位女同志。

　　刚进入春天，海风依旧刺骨，疫情下的码头比往日安静了许多。31岁的闫玥是秦皇岛海事局西港海事处执法大队的一线执法工作人员。她在船边上核对船员数量，即使凭借“经验”提前在腰上和腿上贴了暖宝宝，依旧抵挡不住寒风的侵袭，耳朵和手脚已经冻得没了知觉。



图为闫玥两岁的孩子抱着她的睡衣入睡。　李学晗 摄

　　提起“暖宝宝”，闫玥说这是现场工作女同志的必备物品，她都是按一百片购买，也会囤积以备不时之需。由于长时间在外面工作，棉鞋都无法御寒，也会经常在鞋里贴着暖宝宝。腰上贴两片，小肚子和大腿外侧各两片，一贴就是一天。暖宝宝只能局部缓解寒冷，往往是贴的位置很热，长时间佩戴也会烫出泡。

　　闫玥所在的汤河海巡执法大队，辖区岸线狭长，从小型旅游船艇、普通客船、大型客船，到参与涉水工程的施工船舶，船舶种类繁多。与工作繁重打“组合拳”的还有工作环境，“晴天一身汗，雨天一身泥，天天两脚沙”，因此在基层执法前沿鲜有女同志的身影。



图为疫情下，闫玥第一时间递交了《请战书》。　李学晗 摄

　　谈起自己的工作，闫玥告诉记者，别看她是个大高个，其实晕车晕船，但在工作中必须“刚”。大风天巡航，她就尽力克服，有出海任务就少吃点，风浪大了就喊出来。无论是船舶监管还是现场巡视，做到因地制宜，啃书本、做笔记，总结出了船舶进出港报备核查、客运船舶现场检查、私人游艇检查要点明细等一系列的记录和解析资料，特别是将涉水工程现场监管经验不断深化。

　　面对新冠肺炎疫情，由于船舶具有流动性、工作环境条件特殊、不能停工停产等特点，疫情预防工作面临着更加复杂、困难的情况，要求也更高。闫玥从正月初二开始就把仅两岁的孩子交给家人，连续坚守一线。拥有十年党龄的她，第一时间递交了《请战书》，加入了单位的“疫情防控党员突击队”。

　　在采访中，闫玥向记者透露，她工作一忙起来就顾不上家里，丈夫和父母都理解，但孩子却很想她，总会问“妈妈哪去了，还不回来？”“天黑了，妈妈就回来了，天怎么还没黑”……对此，闫玥在出门前把睡衣给孩子，让她抱着睡衣闻着妈妈的味道入睡，但孩子还是隔一会儿就得说一句“想妈妈了。”

　　“家庭是人生的第一个课堂，我相信孩子会慢慢懂得妈妈所肩负的职责。”闫玥说，她不仅是家庭中的一员，更是海事队伍中的一员，要以坚毅的身影坚守岗位，红妆亦有凌云志，同经风雨为国谋。(完)
 【编辑:李玉素】 
      ",3-7 20:46,http://www.chinanews.com/sh/2020/03-07/9117313.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:02
财经,中国新闻网,黑龙江：免减缓社保 8.2万户企业将减负近百亿," 
　　中新网哈尔滨3月7日电(王妮娜 姜辉)7日下午，黑龙江省政府新闻办公室就黑龙江省应对新型冠状病毒感染肺炎疫情防控工作有关情况举行第三十场新闻发布会。记者从会上获悉，黑龙江省印发了《关于阶段性减免企业社会保险费实施意见》，针对社会保险实施免、减、缓三项措施，初步测算，黑龙江省8.2万户参保企业将减轻负担近100亿元人民币。


　　据黑龙江省人力资源和社会保障厅副厅长肇劲松介绍，“免”，就是2020年2月至6月，免征对应属期内黑龙江省各类中小微企业的养老、失业、工伤三项社会保险费单位缴费的部分，对以单位方式参保的个体工商户，也参照中小微企业给予免征。主要考虑是，中小微企业是中国经济发展的主力军，是吸纳就业的主渠道，但抗风险能力较弱，给中小微企业更大的支持力度，能帮助中小微企业缓解困境，促进企业的生存和发展，稳定和扩大就业。

　　“减”，就是2020年2月至4月，减半征收对应属期内各类大型企业、民办非企业单位、社会团体等各类社会组织的养老、失业、工伤三项社会保险费单位缴费部分。主要考虑是，大型企业是国家的经济命脉，抗风险能力比较强，但受疫情影响，生产经营活动也遇到许多困难，通过政策支持可以对企业恢复生产起到积极作用。

　　考虑到民办非企业单位、社会团体等其他参保单位因疫情影响也不同程度遇到了困难，这些单位也一并享受减半征收政策。“缓”，就是受疫情影响生产经营出现严重困难的企业，可以申请缓缴三项社会保险费，缓缴执行期为2020年内，缓缴期限最长不超过6个月，缓缴期间免收滞纳金。此外，2020年2月1日以后在减免期内新开工的工程建设项目可按施工总承包单位进行划型并享受阶段性减免工伤保险费政策。(完)
 【编辑:李玉素】 
      ",3-7 20:46,http://www.chinanews.com/cj/2020/03-07/9117318.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:03
国内,中国新闻网,遏制疫情反弹 面临四大挑战," 
　　(抗击新冠肺炎)遏制疫情反弹 面临四大挑战

　　中新社北京3月7日电 题：遏制疫情反弹 面临四大挑战

　　中新社记者 王祖敏

　　目前，中国战“疫”形势持续向好，武汉也已进入决战决胜新阶段，扩大“胜果”、防止反弹成为当下疫情防控的首要任务。但在境外输入病例不断增加、全面复工复产等压力之下，“防反弹”也面临巨大挑战。


　　境外输入提高风险

　　最新数据显示，全球除中国外已有86个国家报告有新冠肺炎确诊病例，累计确诊病例数超过19000例。

　　中国国家卫健委7日通报称，除湖北外，6日全国新增确诊病例25例，其中境外输入病例24例，连续两天成为当日新增确诊病例的主要来源。截至6日24时，中国累计报告境外输入确诊病例已达60例，涉及宁夏、北京、浙江、广东、上海、甘肃等多个省区。

　　对此，中国已加强入境管理，建立入境人员健康档案，对来自主要疫情国的入境人员采取相应隔离措施，并将所有外国来华人员纳入全国疫情防控体系。

　　但随着疫情在全球其他国家的不断蔓延，中国疫情防控的境外输入风险也不断提高。如何遏制境外输入病例引发疫情新的扩散之势，成为中国当前疫情防控的重点之一。

　　特殊场所潜藏危险

　　中央指导组副组长、中央政法委秘书长陈一新6日在武汉强调，当前武汉疫情防控任务依然艰巨繁重，特别是特殊场所疫情防控还潜藏风险。

　　截至3月5日，武汉市内监狱、公安看守所、未成年犯管教所、养老院、福利院、精神病院等特殊场所累计确诊新冠肺炎1795人、疑似164人。

　　2月中旬，部分监狱暴发疫情成为外界关注的焦点。截至2月25日，湖北、浙江、山东三省5所监狱发生了服刑人员感染疫情，共确诊病例555例，疑似19例，重症4例。为此，山东省司法厅和山东任城监狱等主要负责人均已被依纪依法处理。

　　日前，中国民政部已就养老服务机构、儿童福利机构和未成年人救助保护机构疫情防控形势、问题和困难召开会议，对做好民政“一老一小”服务机构疫情防控工作进行动员和部署。

　　陈一新要求，对相关特殊场所，封控管理要再细化，严把进口关；医疗救治再优化，要对接好定点医院，尽快消除疫情新的增长点、爆发点。

　　聚集性疫情仍有发生

　　家庭和社区的聚集性感染一度成为中国疫情蔓延的一大推手。随着各地加大社区防控力度，各小区实行封闭管理，聚集性疫情的势头得以遏制。

　　目前，中国正处于疫情防控和发展经济“两手抓、两不误”的关键时期，除湖北外，全国各地都在有序复工复产。但在返程和复工大潮中，聚集性病例又有“抬头”之势。

　　近日，广东东莞市某停工建设项目发生员工聚集性感染事件，共有4名人员先后确诊；合肥高新技术产业开发区发现一无症状感染者，近200名密切接触者被隔离。

　　尽管中国已采取多项举措，确保在做好疫情防控的同时复工复产，但具体到各地、甚至每一个人，能否严格按照要求执行，这其间存在着一定的变数。

　　社区防控仍是重中之重

　　在中国战“疫”进入决战决胜的关键时期，作为疫情防控第一关口的社区防控仍是重中之重。

　　但目前，中国社区防控的形势还不容乐观。截至3月3日，武汉1406个社区中无疫情社区90个，仅占6.4%。在全国形势向好、一些省份相继下调应急响应等级后，一些社区却出现松懈现象。

　　有媒体暗访发现，一些小区大门刷卡就进，不测体温、不查出入证；菜场入口“早严晚松”，防控人员到点下班；测温枪常常“虚晃一枪”，测与不测多在一念之间……如此作为，均为疫情反弹埋下隐患。

　　中央指导组成员、国务院副秘书长丁向阳6日在回应中国媒体“何时逐步解除防控限制”的提问时称：“大家期待的那一天不会太远了。”但在“那一天”到来之前，中国还需把好防止疫情输入和国内防控的每一关。(完)
 【编辑:郭泽华】 
      ",3-7 20:44,http://www.chinanews.com/gn/2020/03-07/9117257.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:04
图片,中国新闻网,不一样的三八节礼物：暖心女儿告白支援湖北的母亲," 


暖心女儿告白母亲。　韩苏原 摄



三八节到来之际，分别了近20天的爱人和女儿与她视频，女儿特意绘制了两幅画，送给妈妈和武汉这座英雄的城市。　韩苏原 摄



张蕖的爱人和女儿通过视频向奋战在战疫一线的张蕖送去节日的祝福。　韩苏原 摄

　　“安心工作，不要想家”....。.在安徽省第七批支援武汉医疗队合肥队队长张蕖家，张蕖的爱人和女儿通过视频向奋战在战疫一线的张蕖送去节日的祝福。张蕖是安徽省妇幼保健院东区院感处处长、东区护理部主任，目前正带领着安徽省第七批支援湖北医疗队的白衣天使奋战在武汉市中心医院后湖院区。她负责着全队170人的院感防控和120人的护理管理工作。三八节到来之际，分别了近20天的爱人和女儿与她视频，女儿特意绘制了两幅画，送给妈妈和武汉这座英雄的城市。
 【编辑:田博川】 
      ",3-7 20:44,http://www.chinanews.com/tp/2020/03-07/9117317.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:04
图片,未知,疫情下的女快递员：与顾客相互有了更多理解,,3-7 20:43,http://www.chinanews.com/tp/hd2011/2020/03-07/930581.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:04
社会,央视新闻客户端,福建泉州鲤城区一宾馆倒塌 有人员被埋," 
　　3月7日晚，福建泉州鲤城区南环路的一家宾馆倒塌。现场有人员被埋。救援人员已赶到现场搜救。(总台央视记者 林舟)

 【编辑:于晓】 
      ",3-7 20:42,http://www.chinanews.com/sh/2020/03-07/9117314.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:04
体育,中国新闻网,冬奥小镇崇礼又迎春雪“加持” 成美轮美奂冰雪王国（图）," 
　　中新网石家庄3月7日电 (肖光明 张帆)3月6日，冬奥小镇崇礼又迎来春雪“加持”，冬奥赛事核心区最大降水量达9.4毫米。据崇礼太舞滑雪小镇相关负责人介绍，近一段时间春雪频频造访崇礼，而这次的雪却略有不同，从之前温文尔雅的小雪变成了鹅毛大雪，洒落到崇礼的每一个角落。3月7日，太舞滑雪小镇已被积雪覆盖，正是享受粉雪狂欢的最佳时机，滑雪场也推出了住宿送雪票的优惠，双重利好让目前预约的滑雪人数激增。



图为太舞滑雪小镇。　赵子安 摄



远处的山峦也笼罩上了一片白色。　赵子安 摄

　　作为2022年北京冬奥会雪上项目的主要举办地，张家口市崇礼区是中国国内高端滑雪场的集聚区，共有七大滑雪场。受新冠肺炎疫情影响，1月28日，该区七家滑雪场全部暂停开放。目前，崇礼五家滑雪场已受控开放，各雪场根据防控需求，建立了从摆渡换乘、雪具租赁、索道缆车、餐饮住宿的一揽子精细化防控流程，重点部位严格按规范进行消毒，阻断各种感染传播渠道。(完)



银装素裹的冰雪王国。　赵子安 摄



图为太舞滑雪小镇。　赵子安 摄
 【编辑:李玉素】 
      ",3-7 20:40,http://www.chinanews.com/ty/2020/03-07/9117302.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:04
健康,中国新闻网,湖北籍医生上海抗“疫”：在线免费为患者答疑 线上参与志愿服务," 
　　中新网上海3月7日电 (陈静 孙国根 吴伴)复旦大学附属肿瘤医院闵行分院的屈国伦医生是湖北黄冈人，原定今年春节与爱人一起回家探亲。突如其来的新冠肺炎疫情打乱了原来的计划。

　　留在上海的屈国伦于是开启了业余时间在线免费咨询的抗“疫”模式。记者6日获悉，复旦大学附属肿瘤医院闵行分院职工微信群里公布的“全国肿瘤医生疫情期间在线答疑排行榜”显示，该院肿瘤外科屈国伦医生排名第一。

　　据悉，从2月初至今，屈国伦在线答疑最多的一天服务了75例患者，如今，已有200多位患者加他为好友，以便随时交流。

　　“我平时不流泪，但这次哭了很多回。不是因为回不了家，而是觉得事态严重，我有一个朋友也不幸被感染了。”屈国伦说，但更多的是感动，感觉到大家从来没有像今天这样，如此的坚强和团结！


　　这位34岁的年轻医生说：“同学们都在一线战‘疫’，我想去湖北，可是得服从医院安排，但是我也不能落下。”他希望用自己的一技之长去帮助需要帮助的人，“能分担一些急需的困难，也是一件很欣慰的事。”

　　每天清晨6点多开始，屈国伦常常一直忙碌过深夜12点半。据了解，屈国伦还通过各种途径，加入到一个有近300人的志愿者组织中，参与通过多个渠道筹集各类医用物资，捐助给湖北各大医院。“这些爱心人士来自国内外不同行业，我的主要工作是利用专业优势帮助鉴定相关医用物资是否合规、识别防护级别等，然后和其他志愿者、相关医院对接……。”

　　屈国伦表示：“心怀感恩，用行动证明自己是好医生”是他的信条。
 【编辑:郭泽华】 
      ",3-7 20:40,http://www.chinanews.com/jk/2020/03-07/9117245.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:05
国内,中国新闻网,浙江启动海外侨胞回国健康信息预申报制度," 
　　(抗击新冠肺炎)浙江启动海外侨胞回国健康信息预申报制度

　　中新网杭州3月7日电(记者 郭其钰)浙江省侨联7日向全球侨胞发出提示，要求回国的华侨均需提前申报健康信息，对来自或近期到访过境外疫情严重地区回国返浙人员采取隔离医学观察14天措施。

　　当前，中国新冠肺炎疫情态势积极向好，同时全球各地疫情风险形势严峻，不少华侨已经或准备返回国内。截至3月6日24时，浙江省累计报告新冠肺炎确诊病例1215例，其中境外输入病例10例。境外输入病例中，湖州市2例，丽水市8例。

　　在浙江华侨数量较多的丽水市，短期内已经有超过千名华侨从国外返回，其中相当数量来自疫情较为严重的意大利等国家。目前当地已经要求确有特殊原因必须回国的丽水籍海外华侨华人入境前，应当提前48小时向入境目的地入境服务热线报告行程和健康状况，并如实填报健康相关信息。


　　同时丽水当地要求，境外到丽水人员应全程做好个人防护，通过口岸防控检查后，要及时联系国内担保联络人，并按照政府相关要求和指定线路，服从统一安排有序返回。严禁擅自乘坐公共交通工具返回丽水。境外来丽水人员一律实行集中医学观察14天，集中医学观察期满后，应申领使用丽水健康码，实行“红黄绿”三色健康码管理措施。(完)
 【编辑:李玉素】 
      ",3-7 20:40,http://www.chinanews.com/gn/2020/03-07/9117305.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:05
社会,中国新闻网,20余万名侨民集结 浙江丽水搭建海外网格实现跨洋联防," 
　　(抗击新冠肺炎)20余万名侨民集结 浙江丽水搭建海外网格实现跨洋联防

　　中新网丽水3月7日电(记者 周禹龙 通讯员 姚驰)“又满了！这已经是我们米兰地区建的第10个500人的微信群了，在疫情面前大家都极其渴望找到可以依靠的组织。”意大利青田总商会会长邱王毅在视频中激动地说，意大利、西班牙等地的丽水籍侨胞正在迅速集结，海外网格正成为海内外联手共御疫情的一道重要“防线”。

　　当下，海外疫情正不断蔓延，意大利、西班牙等地疫情相继爆发。丽水在外的40余万名华侨中，在意大利、西班牙的华侨超过了20万人，他们的安危也时刻牵动着家乡人民的心。

　　“在国内疫情暴发的时候，丽水华侨守望相助，为国内抗疫工作作出了巨大的贡献。现在他们有难，我们必然要与他们共渡难关。”丽水市援助海外侨胞抗疫工作专班相关负责人告诉记者，面对疫情，海外侨胞最迫切的需求就是找到组织、找到依靠，海外网格为他们筑起了“网络之家”。

　　目前，在工作专班的部署下，意大利、西班牙等地的侨团、商会迅速行动，利用微信、钉钉等互联网工具拉群建网，20余万名侨民火速向海外网格集结。



遂昌侨胞在各自的互助组微信群内聊天 丽水宣传部供图

　　海外网格不仅是海外侨胞的心灵归宿，更成为了海内外联手抗击疫情的重要载体。海外网格正发挥着信息互通、凝聚侨心、科学防控的重要作用。

　　西班牙是丽水华侨旅居人数最多的国家。这些天，工作专班每天都通过海外网格向侨胞宣传防控经验、防控举措，对部分侨胞进行心理疏导，鼓励大家科学防控、减少流动，以更加健康的心态面对疫情。

　　西班牙和平统一促进会会长徐松华告诉记者：“面对疫情，许多华侨乱了阵脚，一心只想着回国，却不知道流动才是最大的危险。通过海外网格，更多的侨民能够得到国内的指导和帮助，了解科学防控的举措，进而打消了回国的念头，采取更加有效的居家防护。”

　　通过海外网格，侨胞们还不断地汇聚力量，互帮互助。在比利时，比利时中华商会和比利时妇女联合会共同采购到包括口罩、免洗手消毒剂和医用消毒喷雾在内的家庭防护品，在群中免费发放给需要的侨团会员。

　　截至目前，丽水已在意大利、西班牙等10余个海外疫情相对严峻的国家，发动100余个海外侨团，建立海外网格100多个，并通过各种侨团群、老乡群，实现功能覆盖海外华人华侨近22万人。

　　“通过海外网格，我们向海外侨胞传情、传理、传法、传义，力争让每一位侨胞都能找到侨团组织，得到帮助，从而达到携手防控、科学防控的目的。”丽水市援助海外侨胞抗疫工作专班相关负责人表示，接下来，丽水将全力推动海外网格建设，力争实现重点疫情地区全覆盖，为世界疫情防控作出丽水贡献。(完)
 【编辑:郭泽华】 
      ",3-7 20:40,http://www.chinanews.com/sh/2020/03-07/9117239.shtml,http://www.chinanews.com/scroll-news/news4.html,2020-03-08 15:25:05
